1,0.0429,0.0012,0.0003,0.0012,0.0428,0.487,-0.244,-0.4227,0.0002,0.102,-0.1171,-0.0573,0,0.0097,-0.0106,-0.0086,0,0.0037,-0.0026,-0.0045,0,0.0097,-0.0022,-0.0135,0,0.102,0.0089,-0.1302,0
0,1,0.0428,0.0012,0.0003,0.0012,0.102,0.1171,-0.0574,0,0.487,0.2439,-0.4228,0.0006,0.102,-0.0089,-0.1302,0,0.0097,0.0022,-0.0135,0,0.0037,0.0026,-0.0045,0,0.0097,0.0106,-0.0086,0
0,0,1,0.0428,0.0012,0.0003,0.0097,0.0127,0.0048,0,0.102,0.1083,0.0728,0,0.4869,0.4881,0,0.0003,0.1019,0.1082,-0.0727,0.0001,0.0097,0.0127,-0.0048,0,0.0037,0.0052,0,0
0,0,0,1,0.0428,0.0012,0.0037,0.0026,0.0045,0,0.0097,0.0022,0.0135,0,0.102,-0.0089,0.1301,0,0.4869,0.2442,0.4226,0,0.102,0.1171,0.0573,0,0.0097,0.0106,0.0086,0
0,0,0,0,1,0.0429,0.0097,-0.0022,0.0135,0,0.0037,-0.0026,0.0045,0,0.0097,-0.0105,0.0086,0,0.102,-0.1171,0.0573,0,0.4869,-0.2441,0.4226,-0.0004,0.102,0.0089,0.1301,-0.0001
0,0,0,0,0,1,0.102,-0.1083,0.0728,0,0.0097,-0.0128,0.0048,0,0.0037,-0.0052,0,0,0.0097,-0.0128,-0.0048,0,0.102,-0.1082,-0.0728,0,0.487,-0.4881,0,0
0,0,0,0,0,0,1,0,0,0,0.4089,-0.4149,0,0,0.0873,-0.0985,-0.0568,0,0.0441,-0.03,-0.052,0,0.0873,0,-0.1137,0,0.4091,0.2075,-0.3594,0.0002
0,0,0,0,0,0,0,1,0,0,0.4149,-0.3307,0,0,0.0985,-0.098,-0.0765,0,0.03,-0.0084,-0.0412,0,0,0.0346,0,0,-0.2075,0.1022,0.2499,-0.0001
0,0,0,0,0,0,0,0,1,0,0,0,0.2463,0,0.0568,-0.0765,-0.0096,0,0.052,-0.0412,-0.0559,0,0.1137,0,-0.1421,0.0001,0.3594,0.2499,-0.1864,0.0002
0,0,0,0,0,0,0,0,0,1,0,0,0,0.2463,0,0,0,0.0346,0,0,0,0.0154,0,0,0.0001,0.0346,-0.0002,-0.0001,0.0002,0.2465
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4092,-0.2076,-0.3594,0,0.0873,0,-0.1137,0,0.0441,0.03,-0.052,0,0.0873,0.0985,-0.0569,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2076,0.1021,-0.25,0,0,0.0346,0,0,-0.03,-0.0084,0.0412,0,-0.0985,-0.098,0.0765,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3594,-0.25,-0.1863,0,0.1137,0,-0.1421,0,0.052,0.0412,-0.0559,0,0.0569,0.0765,-0.0096,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2465,0,0,0,0.0346,0,0,0,0.0154,0,0,0,0.0346
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4088,0.2074,-0.3592,0.0004,0.0873,0.0985,-0.0569,0,0.0441,0.0601,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2074,0.102,0.2498,-0.0002,-0.0985,-0.0979,0.0765,-0.0001,-0.0601,-0.0797,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3592,0.2498,-0.1865,0.0004,0.0569,0.0765,-0.0096,0,0,0,0.0154,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0004,-0.0002,0.0004,0.2462,0,-0.0001,0,0.0346,0,0,0,0.0154
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4091,0.415,0,0.0001,0.0873,0.0985,0.0569,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.415,-0.3306,0,-0.0002,-0.0985,-0.0979,-0.0765,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2465,0,-0.0569,-0.0765,-0.0096,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0001,-0.0002,0,0.2465,0,0,0,0.0346
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.409,0.2074,0.3593,-0.0003
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2074,0.1021,-0.2499,0.0002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3593,-0.2499,-0.1864,0.0004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0003,0.0002,0.0004,0.2463
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
